_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,BOTANICAL_NAME,COMMON_NAME,DBH_TRUNK,geometry
13594,13595,EY15127,169,MORTIMER AVE,LN E PAPE N MORTIMER,WOODYCREST AVE,,0,10,,14,Tilia,Linden,61,"{""type"": ""Point"", ""coordinates"": [-79.3460819355989, 43.685952239439]}"
13630,13631,EY20367,1,BARFIELD AVE,MEMORIAL PARK AVE,COSBURN AVE,,0,40,,14,Malus sargentii,"Apple, Sargents",20,"{""type"": ""Point"", ""coordinates"": [-79.332116530603, 43.6914397925241]}"
13639,13640,EY9342,240,WOODMOUNT AVE,BARKER AVE EAST YORK,HOLBORNE AVE,,0,90,,19,Ulmus pumila,"Elm, Siberian",8,"{""type"": ""Point"", ""coordinates"": [-79.3192037004025, 43.6937375709512]}"
13644,13645,EY3667,9,MOOREHILL DR,RED OAKS CRES,BAYVIEW HEIGHTS DR,,0,20,,15,Platanus x acerifolia,"Planetree, London",22,"{""type"": ""Point"", ""coordinates"": [-79.3712457134454, 43.6923567765991]}"
13672,13673,EY23430,304,WESTLAKE AVE,HAMSTEAD AVE,COSBURN AVE,,0,10,,19,Acer saccharinum,"Maple, silver",57,"{""type"": ""Point"", ""coordinates"": [-79.3093488861338, 43.6966680317845]}"
13791,13792,EY24493,870,MILLWOOD RD,RUMSEY RD,AIRDRIE RD,,0,50,,15,Thuja occidentalis,"Cedar, white",15,"{""type"": ""Point"", ""coordinates"": [-79.3657388510194, 43.7044442515865]}"
13822,13823,EY14880,62,ALDWYCH AVE,EATON AVE,WOODYCREST AVE,,0,10,,14,Acer saccharinum,"Maple, silver",126,"{""type"": ""Point"", ""coordinates"": [-79.3438508584515, 43.6841754073603]}"
13985,13986,EY4984,8,DOUGLAS CRES,GOVERNORS BDGE,GOVERNOR'S RD,,0,10,,11,Syringa reticulata,"Lilac, Japanese",3,"{""type"": ""Point"", ""coordinates"": [-79.3672074327886, 43.690639192157]}"
14051,14052,EY9053,22,ROBLIN AVE,COSBURN AVE,PLAINS RD,,0,10,,19,Acer rubrum,"Maple, red",55,"{""type"": ""Point"", ""coordinates"": [-79.3237937562844, 43.6964006769485]}"
14256,14257,EY9916,2,BARRETT RD,WESTVIEW BLVD,SELWYN AVE,,0,50,,19,Pinus strobus,"Pine, eastern white",40,"{""type"": ""Point"", ""coordinates"": [-79.3078806112404, 43.7098362665326]}"
14274,14275,EY10958,155,PARKVIEW HILL CRES,ALDER RD,HACKBERRY ST,,0,40,,19,Thuja occidentalis,"Cedar, white",18,"{""type"": ""Point"", ""coordinates"": [-79.3253630885238, 43.705575298952]}"
14371,14372,EY22512,228,LUMSDEN AVE,CEDARVALE AVE,KING EDWARD AVE,,0,20,,19,Acer platanoides,"Maple, Norway",33,"{""type"": ""Point"", ""coordinates"": [-79.3137700897768, 43.6933448165891]}"
14411,14412,EY6483,61,SUTHERLAND DR,ASTOR AVE,ROLPH RD,,0,10,,15,Acer platanoides,"Maple, Norway",74,"{""type"": ""Point"", ""coordinates"": [-79.3677951338221, 43.6999523191165]}"
14587,14588,EY20551,42,NORTHBROOK RD,PLAINS RD,O'CONNOR DR,,0,10,,14,Catalpa speciosa,"Catalpa, northern",30,"{""type"": ""Point"", ""coordinates"": [-79.3378286684709, 43.6941304153579]}"
14855,14856,EY2088,23,RYKERT CRES,BRENTCLIFFE RD,,,0,10,,15,Acer platanoides,"Maple, Norway",91,"{""type"": ""Point"", ""coordinates"": [-79.3612112851487, 43.7182544875372]}"
14863,14864,EY24498,872,MILLWOOD RD,AIRDRIE RD,LN W SUTHERLAND N MILLWOOD,,0,10,,15,Thuja occidentalis,"Cedar, white",12,"{""type"": ""Point"", ""coordinates"": [-79.365365923863, 43.7042177549301]}"
15021,15022,EY25189,45,VANDERHOOF AVE,RUMSEY RD,SUTHERLAND DR,,0,10,,15,Acer platanoides,"Maple, Norway",40,"{""type"": ""Point"", ""coordinates"": [-79.3665865787147, 43.711058053783]}"
15107,15108,EY11365,19,FERRIS RD,DRUID CRT,NOTLEY PL,,0,50,,19,Picea pungens,"Spruce, Colorado blue",41,"{""type"": ""Point"", ""coordinates"": [-79.307039569777, 43.7006835084836]}"
15374,15375,EY17391,12,STANHOPE AVE,O'CONNOR DR,HOPEDALE AVE,,0,30,,14,Taxus,Yew,15,"{""type"": ""Point"", ""coordinates"": [-79.3518994412766, 43.6938304971565]}"
15505,15506,EY19575,141,QUEENSDALE AVE,MONARCH PARK AVE,COXWELL AVE,,0,10,,14,Acer platanoides,"Maple, Norway",42,"{""type"": ""Point"", ""coordinates"": [-79.3274146968966, 43.687491149065]}"
15518,15519,EY21666,17,WOODVALE CRES,O'CONNOR DR,,,0,10,,19,Acer platanoides,"Maple, Norway",20,"{""type"": ""Point"", ""coordinates"": [-79.3220071165601, 43.7004726097748]}"
15655,15656,EY12095,132,GLEN ALBERT DR,CURRAN DR,CEDARCREST BLVD,,0,30,,19,Tilia cordata,"Linden, littleleaf",54,"{""type"": ""Point"", ""coordinates"": [-79.301392096344, 43.7026600394163]}"
15697,15698,EY3712,2,MOOREHILL DR,BENNINGTON HEIGHTS DR,RED OAKS CRES,,0,350,,15,Pinus,Pine,38,"{""type"": ""Point"", ""coordinates"": [-79.372323805408, 43.6924648672186]}"
15839,15840,EY15550,19,KNIGHT ST,SAMMON AVE,MORTIMER AVE,,0,10,,19,Syringa,Lilac,5,"{""type"": ""Point"", ""coordinates"": [-79.3235469932226, 43.690483954609]}"
15950,15951,EY2435,138,DIVADALE DR,SUTHERLAND DR,LAIRD DR,,0,10,,15,Acer platanoides,"Maple, Norway",91,"{""type"": ""Point"", ""coordinates"": [-79.3661487534617, 43.7152662254872]}"
16241,16242,EY16790,27,CHILTON RD,LN N O CONNOR E RIVERCOURT,DONLANDS AVE,,0,10,,14,Robinia pseudoacacia,Black locust,34,"{""type"": ""Point"", ""coordinates"": [-79.347443750163, 43.6947836528664]}"
16350,16351,EY11698,43,CHAPMAN AVE,GEORGE WEBSTER RD,DAWES RD,,0,30,,19,Morus,Mulberry,22,"{""type"": ""Point"", ""coordinates"": [-79.2993770476434, 43.700498806191]}"
16378,16379,EY22891,67,WALLINGTON AVE,WESTLAKE AVE,CHISHOLM AVE,,0,10,,19,Tilia americana,"Basswood, American",75,"{""type"": ""Point"", ""coordinates"": [-79.3071093169315, 43.6953866948708]}"
16641,16642,EY8694,47,MERRITT RD,VALOR BLVD,,,0,10,,19,Acer platanoides,"Maple, Norway",28,"{""type"": ""Point"", ""coordinates"": [-79.3023741574862, 43.7094251433948]}"
16648,16649,EY17016,28,BEECHWOOD DR,BEECHWOOD CRES,DON VALLEY PARKWAY N,,0,20,,14,Robinia pseudoacacia,Black locust,34,"{""type"": ""Point"", ""coordinates"": [-79.354088152, 43.6939187702196]}"
16780,16781,EY20069,158,LINSMORE CRES,SAMMON AVE,MORTIMER AVE,,0,10,,14,Acer platanoides,"Maple, Norway",40,"{""type"": ""Point"", ""coordinates"": [-79.332403874063, 43.6884170655889]}"
16811,16812,EY1499,16,TANAGER AVE,BROADWAY AVE,GLENVALE BLVD,,0,10,,15,Acer platanoides,"Maple, Norway",54,"{""type"": ""Point"", ""coordinates"": [-79.3724544787225, 43.716074349464]}"
16840,16841,EY18393,832,PAPE AVE,BROWNING AVE,ALDWYCH AVE,,0,10,,14,Malus,Apple,0,"{""type"": ""Point"", ""coordinates"": [-79.3468047068711, 43.6832820999227]}"
16894,16895,EY14810,179,SAMMON AVE,DEWHURST BLVD N,LN W DONLANDS N SAMMON,,0,10,,14,Gleditsia triacanthos,Honey locust,49,"{""type"": ""Point"", ""coordinates"": [-79.3408227557454, 43.6855490605755]}"
17055,17056,EY9338,240,WOODMOUNT AVE,BARKER AVE EAST YORK,HOLBORNE AVE,,0,140,,19,Ulmus pumila,"Elm, Siberian",8,"{""type"": ""Point"", ""coordinates"": [-79.3192037004025, 43.6937375709512]}"
17272,17273,EY19774,293,MONARCH PARK AVE,SAMMON AVE,MORTIMER AVE,,0,10,,14,Acer platanoides,"Maple, Norway",32,"{""type"": ""Point"", ""coordinates"": [-79.3297462818348, 43.6886464428785]}"
17453,17454,EY18630,48,DILWORTH CRES,CARLAW AVE,MORTIMER AVE,,0,30,,14,Prunus serrulata,"Cherry, Japanese",20,"{""type"": ""Point"", ""coordinates"": [-79.3509953912872, 43.6847356975848]}"
17567,17568,EY18636,54,DILWORTH CRES,CARLAW AVE,MORTIMER AVE,,0,20,,14,Acer saccharinum,"Maple, silver",81,"{""type"": ""Point"", ""coordinates"": [-79.3510603346704, 43.6849069510452]}"
17646,17647,EY20333,2,BARFIELD AVE,MEMORIAL PARK AVE,COSBURN AVE,,0,20,,14,Platanus x acerifolia,"Planetree, London",10,"{""type"": ""Point"", ""coordinates"": [-79.3326351985451, 43.691336318119]}"
17664,17665,EY17034,8,O'CONNOR DR,BEECHWOOD CRES,BEECHWOOD DR,,0,70,,14,Pyrus,Pear,20,"{""type"": ""Point"", ""coordinates"": [-79.3548794433237, 43.6925428228784]}"
17669,17670,EY13730,10,CRESCENT TOWN RD,MASSEY SQ,THE MARKET PL,,0,140,,19,Acer platanoides,"Maple, Norway",30,"{""type"": ""Point"", ""coordinates"": [-79.2936722420037, 43.6956661326821]}"
17762,17763,EY19865,42,ROOSEVELT RD,SAMMON AVE,MORTIMER AVE,,0,40,,14,Taxus,Yew,0,"{""type"": ""Point"", ""coordinates"": [-79.3295403593533, 43.6896263953586]}"
17778,17779,EY5702,29,HEATHER RD EAST YORK,AIRDRIE RD,MCRAE DR,,0,10,,15,Acer platanoides,"Maple, Norway",89,"{""type"": ""Point"", ""coordinates"": [-79.3711648684559, 43.7008748375652]}"
18156,18158,EY23069,77,GATWICK AVE,WESTLAKE AVE,CHISHOLM AVE,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,64,"{""type"": ""Point"", ""coordinates"": [-79.3050800964791, 43.6904921397932]}"
18248,18250,EY12444,291,COSBURN AVE,DONLANDS AVE,LESMOUNT AVE,,0,90,,14,Picea pungens,"Spruce, Colorado blue",0,"{""type"": ""Point"", ""coordinates"": [-79.3408096380938, 43.6911612176052]}"
18286,18288,EY13518,20,MIDBURN AVE,DAWES RD,GOODWOOD PARK CRT,,0,100,,19,Acer negundo,"Maple, Manitoba",50,"{""type"": ""Point"", ""coordinates"": [-79.2955171343512, 43.6946503490753]}"
18380,18382,EY14443,117,MARLOW AVE,SAMMON AVE,MORTIMER AVE,,0,20,,14,Acer saccharinum,"Maple, silver",125,"{""type"": ""Point"", ""coordinates"": [-79.3390523982735, 43.6877766542519]}"
18685,18687,EY8355,62,TIAGO AVE,TOPHAM RD,BARRON RD,,0,20,,19,Picea pungens,"Spruce, Colorado blue",32,"{""type"": ""Point"", ""coordinates"": [-79.3036956402957, 43.7119443268102]}"
18982,18984,EY6506,84,SUTHERLAND DR,ROLPH RD,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",73,"{""type"": ""Point"", ""coordinates"": [-79.3665832224979, 43.7008338466833]}"
19204,19206,EY23692,100,BARRINGTON AVE,BALFOUR AVE,DONCASTER AVE,,0,10,,19,Betula papyrifera,"Birch, white",25,"{""type"": ""Point"", ""coordinates"": [-79.302142778818, 43.6918569912715]}"
19243,19245,EY9942,19,JOANITH DR,WESTVIEW BLVD,HODDER ST,,0,10,,19,Syringa reticulata,"Lilac, Japanese",13,"{""type"": ""Point"", ""coordinates"": [-79.3092277884765, 43.7069476578828]}"
19347,19349,EY3788,3,BENNINGTON HEIGHTS DR,HEATH ST E,NOEL AVE,,0,70,,15,Cercidiphyllum japonicum,"Katsura, Japanese",44,"{""type"": ""Point"", ""coordinates"": [-79.3738989703712, 43.6941815509708]}"
19422,19424,EY21613,27,BARBARA CRES,COXWELL BLVD,COXWELL BLVD,,0,10,,14,Picea pungens,"Spruce, Colorado blue",35,"{""type"": ""Point"", ""coordinates"": [-79.3290835612525, 43.699676300996]}"
19446,19448,EY5428,4,RUTHERGLEN RD,RANDOLPH RD,SOUTHVALE DR,,0,10,,15,Malus,Apple,23,"{""type"": ""Point"", ""coordinates"": [-79.3629274466625, 43.7021721070748]}"
19455,19457,EY22311,157,KING EDWARD AVE,BURRELL AVE,LUMSDEN AVE,,0,10,,19,Malus,Apple,35,"{""type"": ""Point"", ""coordinates"": [-79.312014061918, 43.6924098494125]}"
19503,19505,EY22551,233,LUMSDEN AVE,CEDARVALE AVE,KING EDWARD AVE,,0,30,,19,Ulmus pumila,"Elm, Siberian",35,"{""type"": ""Point"", ""coordinates"": [-79.3133729113778, 43.6929951437426]}"
19584,19586,EY17003,186,HOPEDALE AVE,MINTON PL,PAPE AVE,,0,40,,14,Taxus,Yew,0,"{""type"": ""Point"", ""coordinates"": [-79.3498789030696, 43.6968613137457]}"
19670,19672,EY18688,101,CARLAW AVE,LN 1 S EASTERN W CARLAW,EASTERN AVE,,0,190,,14,Tilia,Linden,0,"{""type"": ""Point"", ""coordinates"": [-79.3385600347958, 43.6579658160543]}"
19715,19718,EY23360,152,WESTLAKE AVE,DONCASTER AVE,EPSOM AVE,,0,30,,19,Picea glauca,"Spruce, white",36,"{""type"": ""Point"", ""coordinates"": [-79.3070068810421, 43.6910079788811]}"
20236,20239,EY6565,2,CAMERON CRES,DONEGALL DR,MACNAUGHTON RD,,0,30,,15,Acer saccharinum,"Maple, silver",89,"{""type"": ""Point"", ""coordinates"": [-79.3738414986958, 43.7064814504321]}"
20253,20256,EY15753,19,THYRA AVE,SUTHERLAND AVE,DENTONIA PARK AVE,,0,10,,19,Acer platanoides,"Maple, Norway",83,"{""type"": ""Point"", ""coordinates"": [-79.2906883733561, 43.6919876504608]}"
20429,20432,EY22029,72,COLERIDGE AVE,MILVERTON BLVD,SAMMON AVE,,0,20,,19,Malus,Apple,0,"{""type"": ""Point"", ""coordinates"": [-79.313623119516, 43.6894161962159]}"
20524,20527,EY15354,66,ALDWYCH AVE,EATON AVE,WOODYCREST AVE,,0,40,,14,Malus sargentii,"Apple, Sargents",56,"{""type"": ""Point"", ""coordinates"": [-79.3437772613171, 43.6843215510227]}"
20528,20531,EY11151,110,CEDARCREST BLVD,FERRIS RD,GLENCREST BLVD,,0,10,,19,Morus,Mulberry,15,"{""type"": ""Point"", ""coordinates"": [-79.3012758195017, 43.7063809456534]}"
20571,20574,EY9644,51,HOLBORNE AVE,FAIRSIDE AVE,BINSWOOD AVE,,0,10,,19,Syringa reticulata,"Lilac, Japanese",16,"{""type"": ""Point"", ""coordinates"": [-79.3234434314357, 43.6933743351053]}"
20725,20728,EY24726,71,SUTHERLAND DR,ROLPH RD,HANNA RD,,0,40,,15,Betula,Birch,30,"{""type"": ""Point"", ""coordinates"": [-79.3668612222039, 43.7003135817459]}"
20829,20832,EY16596,97,WOODVILLE AVE,HASSARD AVE,PAPE AVE,,0,10,,14,Picea pungens,"Spruce, Colorado blue",41,"{""type"": ""Point"", ""coordinates"": [-79.350449653307, 43.6921211633969]}"
20912,20915,EY22336,93,KING EDWARD AVE,BURRELL AVE,LUMSDEN AVE,,0,20,,19,Picea glauca,"Spruce, white",50,"{""type"": ""Point"", ""coordinates"": [-79.3112699569769, 43.6908445134514]}"
21027,21030,EY8751,53,FURNIVAL RD,FURNIVAL RD,SQUIRES AVE,,0,40,,19,Picea glauca,"Spruce, white",45,"{""type"": ""Point"", ""coordinates"": [-79.3022086426812, 43.7107858302824]}"
21067,21070,EY5634,83,RANDOLPH RD,MALCOLM RD,KENRAE RD,,0,10,,15,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",19,"{""type"": ""Point"", ""coordinates"": [-79.3627989817824, 43.7046368984511]}"
21104,21107,EY20510,33,ATHLONE RD,PLAINS RD,O'CONNOR DR,,0,30,,14,Sorbus americana,"Mountain ash, American",15,"{""type"": ""Point"", ""coordinates"": [-79.3362028700886, 43.6944770412457]}"
21105,21108,EY14843,23,SAMMON AVE,LN E PAPE S SAMMON,WOODYCREST AVE,,0,10,,14,Tilia,Linden,50,"{""type"": ""Point"", ""coordinates"": [-79.3457482509331, 43.6844499489561]}"
21136,21139,EY10981,72,PARKVIEW HILL CRES,STINSON CRCL,WELBY CRCL,,0,20,,19,Picea pungens,"Spruce, Colorado blue",40,"{""type"": ""Point"", ""coordinates"": [-79.3298072179571, 43.7038828949326]}"
21256,21259,EY972,83,GLENVALE BLVD,TANAGER AVE,RUMSEY RD,,0,10,,15,Acer platanoides,"Maple, Norway",51,"{""type"": ""Point"", ""coordinates"": [-79.3722166044784, 43.7172413035892]}"
21330,21333,EY5163,144,LEACREST RD,HANNA RD,,,0,60,,15,Malus,Apple,31,"{""type"": ""Point"", ""coordinates"": [-79.3628179424066, 43.7003103310427]}"
21698,21701,EY3579,356,LAIRD DR,FAIRLAND RD,GLENVALE BLVD,,0,10,,15,Acer platanoides,"Maple, Norway",99,"{""type"": ""Point"", ""coordinates"": [-79.3663696963801, 43.7173060335858]}"
21718,21721,EY22026,68,COLERIDGE AVE,MILVERTON BLVD,SAMMON AVE,,0,40,,19,Picea pungens,"Spruce, Colorado blue",20,"{""type"": ""Point"", ""coordinates"": [-79.3135791963344, 43.6893396315666]}"
21735,21738,EY20119,32,BONNIE BRAE BLVD,SAMMON AVE,MORTIMER AVE,,0,10,,14,Acer platanoides,"Maple, Norway",35,"{""type"": ""Point"", ""coordinates"": [-79.3315135361455, 43.6888119129037]}"
21736,21739,EY22354,51,KING EDWARD AVE,GLEDHILL AVE,BURRELL AVE,,0,10,,19,Acer saccharinum,"Maple, silver",0,"{""type"": ""Point"", ""coordinates"": [-79.3107135567063, 43.6895008341045]}"
21954,21957,EY10897,194,REXLEIGH DR,FERRIS RD,GLENWOOD CRES,,0,50,,19,Morus,Mulberry,15,"{""type"": ""Point"", ""coordinates"": [-79.3062845400531, 43.704735659104]}"
22025,22028,EY16810,2,RIVERCOURT BLVD,WOODVILLE AVE,O'CONNOR DR,,0,10,,14,Gleditsia triacanthos,Honey locust,40,"{""type"": ""Point"", ""coordinates"": [-79.3480408868762, 43.6927836052403]}"
22127,22130,EY5191,115,LEACREST RD,ROLPH RD,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",53,"{""type"": ""Point"", ""coordinates"": [-79.3640519149368, 43.6985964578914]}"
22293,22296,EY14263,172,GAMBLE AVE,PAPE AVE,TODMORDEN LANE,,0,10,,14,Acer platanoides,"Maple, Norway",37,"{""type"": ""Point"", ""coordinates"": [-79.3461848183721, 43.6910082998597]}"
22310,22313,EY20018,11,LEROY AVE,SAMMON AVE,MORTIMER AVE,,0,10,,14,Malus,Apple,27,"{""type"": ""Point"", ""coordinates"": [-79.3338020637345, 43.6877637133782]}"
22474,22477,EY11674,16,FERRIS RD,DRUID CRT,NOTLEY PL,,0,10,,19,Acer platanoides,"Maple, Norway",57,"{""type"": ""Point"", ""coordinates"": [-79.3065534306299, 43.7008530900166]}"
22765,22768,EY4655,15,BRENDAN RD,,BURNHAM RD,,0,10,,15,Acer platanoides 'Schwedleri',"Maple, Norway Schwedler",91,"{""type"": ""Point"", ""coordinates"": [-79.3776781736219, 43.6945497598177]}"
23028,23031,EY9480,1,HUTTON AVE,PLAINS RD,O'CONNOR DR,,0,10,,19,Acer platanoides,"Maple, Norway",54,"{""type"": ""Point"", ""coordinates"": [-79.3266061333016, 43.6964976729194]}"
23088,23091,EY10654,2,ASPEN AVE,PARKVIEW HILL CRES,PARKVIEW HILL CRES,,0,190,,19,Pinus sylvestris,Pine scots,20,"{""type"": ""Point"", ""coordinates"": [-79.3291280515958, 43.7039924443467]}"
23303,23306,EY8394,104,FURNIVAL RD,SQUIRES AVE,GLENBURN AVE,,0,10,,19,Abies balsamaea,"Fir, balsam",25,"{""type"": ""Point"", ""coordinates"": [-79.3001862337945, 43.7118478462819]}"
23364,23367,EY21673,15,WOODVALE CRES,O'CONNOR DR,,,0,10,,19,Pinus sylvestris,Pine scots,35,"{""type"": ""Point"", ""coordinates"": [-79.322072635076, 43.7003055129986]}"
23473,23476,EY12159,10,GOWER ST,CEDARCREST BLVD,CAPTAIN DEMONT LANE,,0,30,GOWER PARK PLACE,19,Tilia,Linden,35,"{""type"": ""Point"", ""coordinates"": [-79.2979972016863, 43.7026579788911]}"
23497,23500,EY23953,315,CHISHOLM AVE,CAMBRAI AVE,HAMSTEAD AVE,,0,10,,19,Picea pungens,"Spruce, Colorado blue",47,"{""type"": ""Point"", ""coordinates"": [-79.3066339624218, 43.6965452124699]}"
23876,23879,EY15008,153,WOODYCREST AVE,KINGS PARK BLVD,MORTIMER AVE,,0,10,,14,Picea abies,"Spruce, Norway",46,"{""type"": ""Point"", ""coordinates"": [-79.344048015609, 43.6859456210957]}"
23939,23942,EY14830,65,SAMMON AVE,PAPE AVE,WOODYCREST AVE,,0,10,,14,Tilia,Linden,50,"{""type"": ""Point"", ""coordinates"": [-79.3443981612144, 43.6846848084728]}"
23978,23981,EY19076,350,SAMMON AVE,GREENWOOD AVE,LEROY AVE,,0,10,,14,Juniperus,Juniper,20,"{""type"": ""Point"", ""coordinates"": [-79.3345417525364, 43.6871187900833]}"
24303,24306,EY23081,23,GATWICK AVE,OAK PARK AVE,WESTLAKE AVE,,0,10,,19,Amelanchier canadensis,Serviceberry,15,"{""type"": ""Point"", ""coordinates"": [-79.3071253915264, 43.6900266326471]}"
24413,24416,EY6384,126,BESSBOROUGH DR,ROLLAND RD,MILLWOOD RD,,0,10,,15,Acer platanoides,"Maple, Norway",83,"{""type"": ""Point"", ""coordinates"": [-79.3706187632093, 43.7032811806192]}"
24434,24437,EY16063,256,DEWHURST BLVD N,WESTWOOD AVE,FLOYD AVE,,0,20,,14,Prunus spp.,Cherry,50,"{""type"": ""Point"", ""coordinates"": [-79.3427938065909, 43.6878138065697]}"
24436,24439,EY18830,195,WESTWOOD AVE,CARLAW AVE,PAPE AVE,,0,10,,14,Juniperus,Juniper,8,"{""type"": ""Point"", ""coordinates"": [-79.3484353439743, 43.6863031584496]}"
24445,24448,EY25272,268,RUMSEY RD,PARKLEA DR,EGLINTON AVE E,,0,10,,15,Acer platanoides,"Maple, Norway",51,"{""type"": ""Point"", ""coordinates"": [-79.3696093309217, 43.7122623644216]}"
24560,24563,EY19045,515,SAMMON AVE,DURANT AVE,COXWELL AVE,,0,10,,14,Acer platanoides,"Maple, Norway",44,"{""type"": ""Point"", ""coordinates"": [-79.3276552663876, 43.6883046894754]}"
24585,24588,EY5393,32,ASTOR AVE,SOUTHVALE DR,SUTHERLAND DR,,0,10,,15,Acer platanoides,"Maple, Norway",58,"{""type"": ""Point"", ""coordinates"": [-79.3675699088516, 43.6990865580885]}"
24665,24668,EY1567,36,GLENBRAE AVE,BROADWAY AVE,GLENVALE BLVD,,0,10,,15,Picea pungens,"Spruce, Colorado blue",42,"{""type"": ""Point"", ""coordinates"": [-79.3677584008893, 43.7174244579325]}"
24775,24778,EY23609,410,MAIN ST,DONCASTER AVE,LUMSDEN AVE,,0,10,,19,Acer negundo,"Maple, Manitoba",51,"{""type"": ""Point"", ""coordinates"": [-79.3037773376679, 43.6918980373587]}"
24873,24876,EY23462,295,WESTLAKE AVE,HAMSTEAD AVE,COSBURN AVE,,0,30,,19,Prunus serrulata,"Cherry, Japanese",24,"{""type"": ""Point"", ""coordinates"": [-79.3089766121673, 43.696692982921]}"
25020,25023,EY20696,139,MEMORIAL PARK AVE,MONARCH PARK AVE,MCKAYFIELD RD,,0,10,,14,Picea glauca,"Spruce, white",30,"{""type"": ""Point"", ""coordinates"": [-79.3316068197836, 43.6913029612063]}"
25131,25134,EY17475,16,BEECHWOOD CRES,O'CONNOR DR,BEECHWOOD DR,,0,10,,14,Acer platanoides 'Schwedleri',"Maple, Norway Schwedler",53,"{""type"": ""Point"", ""coordinates"": [-79.3544944608554, 43.6931169039965]}"
25148,25151,EY6111,26,DONEGALL DR,MILLWOOD RD,CAMERON CRES,,0,10,,15,Acer platanoides,"Maple, Norway",66,"{""type"": ""Point"", ""coordinates"": [-79.3737620251601, 43.7052809979898]}"
25303,25306,EY9350,240,WOODMOUNT AVE,BARKER AVE EAST YORK,HOLBORNE AVE,,0,230,,19,Ulmus pumila,"Elm, Siberian",8,"{""type"": ""Point"", ""coordinates"": [-79.3192037004025, 43.6937375709512]}"
25455,25458,EY16318,144,CADORNA AVE,O'CONNOR DR,DAVIES CRES,,0,10,,14,Tilia,Linden,45,"{""type"": ""Point"", ""coordinates"": [-79.3414971315182, 43.6963427580547]}"
25521,25524,EY985,45,GLENVALE BLVD,ROXVILLE AVE,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",58,"{""type"": ""Point"", ""coordinates"": [-79.3746914411759, 43.7167197833871]}"
25642,25645,EY11463,20,NOTLEY PL,,FERRIS RD,,0,10,,19,Acer platanoides,"Maple, Norway",57,"{""type"": ""Point"", ""coordinates"": [-79.3089881285841, 43.7001154159914]}"
25988,25991,EY25575,22,COMMERCIAL RD,LAIRD DR,INDUSTRIAL ST,,0,20,,15,Acer nigrum 'Green column',"Maple, black green column",23,"{""type"": ""Point"", ""coordinates"": [-79.3617439393601, 43.7089887588275]}"
26165,26168,EY8691,53,MERRITT RD,VALOR BLVD,,,0,10,,19,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",30,"{""type"": ""Point"", ""coordinates"": [-79.3024388280632, 43.7096264694723]}"
26636,26639,EY10900,198,REXLEIGH DR,FERRIS RD,GLENWOOD CRES,,0,20,,19,Picea pungens,"Spruce, Colorado blue",54,"{""type"": ""Point"", ""coordinates"": [-79.3066445450084, 43.7052971739385]}"
26814,26817,EY13697,31,MEDHURST RD,MEIGHEN AVE,VICTORIA PARK AVE,,0,20,,19,Betula papyrifera,"Birch, white",20,"{""type"": ""Point"", ""coordinates"": [-79.2937199420715, 43.7001356620389]}"
26867,26870,EY24534,955,MILLWOOD RD,RANDOLPH RD,SOUTHVALE DR,,0,20,,15,Tilia americana,"Basswood, American",56,"{""type"": ""Point"", ""coordinates"": [-79.3625980476735, 43.7024925621485]}"
27121,27124,EY11415,22,GLEN GANNON DR,,STAG HILL DR,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,30,"{""type"": ""Point"", ""coordinates"": [-79.3078760439169, 43.7044714664176]}"
27124,27127,EY17349,61,PEPLER AVE,LN N O CONNOR E PAPE,PAPE AVE,,0,10,,14,Picea pungens,"Spruce, Colorado blue",52,"{""type"": ""Point"", ""coordinates"": [-79.3499410301662, 43.6954644495128]}"
27539,27542,EY24454,125,BESSBOROUGH DR,ROLLAND RD,MILLWOOD RD,,0,20,,15,Thuja occidentalis,"Cedar, white",0,"{""type"": ""Point"", ""coordinates"": [-79.3702301767172, 43.7034066859852]}"
27633,27636,EY8509,17,AMSTERDAM AVE,WESTVIEW BLVD,GLENBURN AVE,,0,10,,19,Acer platanoides,"Maple, Norway",65,"{""type"": ""Point"", ""coordinates"": [-79.3043593082412, 43.7138562341283]}"
